total,intExpID,type,column,total_users,user_no,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,seg_Dur,width,height,resolutions,play_Pos,RTT,Clae,Duanmu,Yin,Yu,P1203,rtt_qos,tp_qos,p_qos
2028,114,static,2,3,2,21,33579,1491,0,4375,7449,5553,1388420,10319,arbiter,2000,1920,1080,1920x1080,40000,0.396,1.045,63.927,51508.533,2.65,3.689,0.063,998581.9234,244
2029,114,static,2,3,2,22,36015,1186,0,4375,11022,6536,1634147,9884,arbiter,2000,1920,1080,1920x1080,42000,0.356,1.145,64.476,55883.552,2.728,3.736,5.328,1450759.923,238
2030,114,static,2,3,2,23,39487,2565,0,4375,4404,5648,1412035,8412,arbiter,2000,1920,1080,1920x1080,44000,16.034,1.242,64.977,60258.571,2.8,3.763,22.125,566560.2221,489
2031,114,static,2,3,2,24,42118,1847,0,4375,6707,6194,1548563,7782,arbiter,2000,1920,1080,1920x1080,46000,0.165,1.335,65.437,64633.59,2.865,3.789,18.628,852248.5342,278
2032,114,static,2,3,2,25,44063,597,0,4375,18849,5626,1406618,7838,arbiter,2000,1920,1080,1920x1080,48000,0.881,1.424,65.859,69008.609,2.926,3.813,0.106,2541724.556,175
2033,114,static,2,3,2,26,47085,2310,0,4375,4707,5437,1359256,6817,arbiter,2000,1920,1080,1920x1080,50000,9.557,1.509,66.25,73383.628,2.982,3.838,10.705,601058.7101,401
2034,114,static,2,3,2,27,48089,130,0,4375,80898,5258,1314597,7813,arbiter,2000,1920,1080,1920x1080,52000,15.341,1.591,66.611,77758.647,3.033,3.863,24.182,19111881.5,202
2035,114,static,2,3,2,28,51672,2475,0,4375,4067,5033,1258290,6230,arbiter,2000,1920,1080,1920x1080,54000,5.783,1.67,66.946,82133.666,3.081,3.653,17.549,516000.5543,436
2036,114,static,2,3,2,29,53687,1215,0,4375,7712,4685,1171307,6216,arbiter,2000,1920,1080,1920x1080,56000,0.224,1.745,67.259,86508.685,3.126,3.91,16.066,981361.7406,200
2037,114,static,2,3,2,30,55437,748,0,4375,11361,4249,1062270,6467,arbiter,2000,1920,1080,1920x1080,58000,16.083,1.817,67.55,90883.704,3.167,3.916,0.104,1490215.714,151
2038,114,static,2,3,2,31,57366,552,0,4375,12130,3348,837012,6538,arbiter,2000,1920,1080,1920x1080,60000,0.279,1.886,67.823,95258.723,3.206,3.931,0.222,1588503.374,135
2039,114,static,2,3,2,32,59897,1589,0,4375,4892,3886,971715,6008,arbiter,2000,1920,1080,1920x1080,62000,8.852,1.952,68.078,99633.742,3.243,3.726,6.495,627776.895,337
2040,114,static,2,3,2,33,62520,1235,0,4375,7346,4536,1134060,5386,arbiter,2000,1920,1080,1920x1080,64000,0.263,2.015,68.319,104008.761,3.277,3.746,0.156,946529.4682,213
2041,114,static,2,3,2,34,64163,409,0,4375,13860,2834,708619,5743,arbiter,2000,1920,1080,1920x1080,66000,0.151,2.076,68.545,108383.78,3.309,3.765,15.004,1825435.086,107
2042,114,static,2,3,2,35,66416,1381,0,4375,5232,3612,903187,5491,arbiter,2000,1920,1080,1920x1080,68000,19.209,2.135,68.758,112758.799,3.34,3.995,25.325,676525.1227,289
2043,114,static,2,3,2,36,68203,481,0,4375,9151,2200,550206,5705,arbiter,2000,1920,1080,1920x1080,70000,17.237,2.191,68.959,117133.818,3.369,4.021,5.481,1272930.152,132
2044,114,static,2,3,2,37,70526,781,0,4375,6571,2566,641568,5383,arbiter,2000,1920,1080,1920x1080,72000,13.669,2.245,69.15,121508.837,3.396,4.038,18.873,874137.6657,172
2045,114,static,2,3,2,38,71805,361,0,4375,12746,2300,575203,6104,arbiter,2000,1920,1080,1920x1080,74000,7.61,2.297,69.33,125883.856,3.422,4.046,1.727,1724587.904,79
2046,114,static,2,3,2,39,73792,466,0,4375,10006,2331,582905,6117,arbiter,2000,1920,1080,1920x1080,76000,16.176,2.347,69.501,130258.875,3.446,4.063,17.314,1384352.417,130
2047,114,static,2,3,2,40,75724,572,0,4375,8335,2383,595956,6186,arbiter,2000,1920,1080,1920x1080,78000,8.367,2.396,69.664,134633.894,3.469,4.109,6.403,1109417.917,127
2048,114,static,2,3,2,41,77551,942,0,4375,5723,2695,673957,6359,arbiter,2000,1920,1080,1920x1080,80000,5.328,2.442,69.818,139008.913,3.491,4.128,4.754,732497.0176,215
2049,114,static,2,3,2,42,79700,615,0,4375,9376,2883,720811,6211,arbiter,2000,1920,1080,1920x1080,82000,0.447,2.487,69.966,143383.932,3.512,4.151,0.108,1434707.948,146
2050,114,static,2,3,2,43,81538,620,0,4375,10107,3133,783316,6373,arbiter,2000,1920,1080,1920x1080,84000,0.178,2.531,70.106,147758.951,3.532,3.916,13.261,1484149.654,112
2051,114,static,2,3,2,44,83122,426,0,4375,14258,3036,759245,6790,arbiter,2000,1920,1080,1920x1080,86000,0.141,2.573,70.24,152133.97,3.552,4.178,12.538,1859854.83,149
2052,114,static,2,3,2,45,85047,352,0,4375,14653,2579,644772,6866,arbiter,2000,1920,1080,1920x1080,88000,0.276,2.614,70.368,156508.989,3.57,4.186,0.225,2029511.529,127
2053,114,static,2,3,2,46,87104,350,0,4375,14630,2560,640089,6809,arbiter,2000,1920,1080,1920x1080,90000,0.338,2.653,70.491,160884.008,3.587,4.204,0.216,1979338.358,131
2054,114,static,2,3,2,47,89174,363,0,4375,15703,2850,712539,6739,arbiter,2000,1920,1080,1920x1080,92000,0.253,2.691,70.608,165259.027,3.604,4.213,0.098,2110817.926,151
2055,114,static,2,3,2,48,91238,360,0,4375,15840,2851,712828,6676,arbiter,2000,1920,1080,1920x1080,94000,0.151,2.728,70.72,169634.046,3.62,4.223,7.654,2105252.125,139
2056,114,static,2,3,2,49,92829,508,0,4375,13692,3477,869463,7085,arbiter,2000,1920,1080,1920x1080,96000,0.297,2.764,70.828,174009.065,3.636,4.243,68.032,1903982.731,233
2057,114,static,2,3,2,50,95014,441,0,4375,16427,3622,905558,6901,arbiter,2000,1920,1080,1920x1080,98000,0.253,2.799,70.932,178384.084,3.65,4.252,0.11,2204045.133,148
2058,114,static,2,3,2,51,96954,271,0,4375,15579,2111,527767,6961,arbiter,2000,1920,1080,1920x1080,100000,0.183,2.833,71.031,182759.103,3.665,4.261,5.773,2112213.466,108
2059,114,static,2,3,2,52,98595,173,0,4375,12727,1100,275228,7320,arbiter,2000,1920,1080,1920x1080,102000,0.373,2.865,71.127,187134.122,3.678,4.269,0.126,1993724.622,63
2060,114,static,2,3,2,53,100485,295,0,4375,32546,4800,1200140,7431,arbiter,2000,1920,1080,1920x1080,104000,10.478,2.897,71.219,191509.141,3.691,4.278,6.603,4621139.15,149
2061,114,static,2,3,2,54,102762,1163,0,4375,10807,6284,1571135,7155,arbiter,2000,1920,1080,1920x1080,106000,4.71,2.928,71.307,195884.16,3.704,4.286,6.623,1403761.149,244
2062,114,static,2,3,2,55,104505,273,0,4375,55674,7599,1899904,7412,arbiter,2000,1920,1080,1920x1080,108000,0.284,2.958,71.393,200259.179,3.716,4.293,0.157,7896049.334,204
2063,114,static,2,3,2,56,108535,2289,0,4375,8346,9552,2388192,5383,arbiter,2000,1920,1080,1920x1080,110000,0.27,2.987,71.475,204634.198,3.728,4.097,0.218,1055833.123,535
2064,114,static,2,3,2,57,112327,2503,0,4375,6886,8619,2154759,3592,arbiter,2000,1920,1080,1920x1080,112000,0.26,3.016,71.555,209009.217,3.739,4.105,0.206,871011.7068,589
2065,114,static,2,3,2,58,115052,1620,0,4375,8970,7266,1816520,2867,arbiter,2000,1920,1080,1920x1080,114000,0.223,3.043,71.631,213384.236,3.75,4.114,0.092,1138812.31,491
2066,114,static,2,3,2,59,117914,1062,0,4375,10008,5314,1328639,2006,arbiter,2000,1920,1080,1920x1080,116000,0.607,3.07,71.705,217759.255,3.761,4.325,0.359,1283184.209,293
2067,114,static,2,3,2,60,119244,388,0,4375,12585,2441,610383,2677,arbiter,2000,1920,1080,1920x1080,118000,0.341,3.097,71.777,222134.274,3.771,4.134,4.806,1709959.45,121
2068,114,static,2,3,3,1,48,48,0,239,355,8,2132,2000,arbiter,2000,320,180,320x180,0,21.306,0,51.077,-5760.485,0.24,1.878,0.096,6778097.983,2
2069,114,static,2,3,3,2,1874,508,0,239,1298,329,82445,4000,arbiter,2000,320,180,320x180,2000,68.16,0.48,46.477,-11520.97,0.24,1.878,35.387,210825.506,30
2070,114,static,2,3,3,3,3116,459,0,239,2040,468,117046,4759,arbiter,2000,320,180,320x180,4000,16.233,0.48,46.477,718.545,0.24,1.878,23.936,307183.9269,42
2071,114,static,2,3,3,4,4308,430,0,378,3270,703,175814,5567,arbiter,2000,384,216,384x216,6000,0.182,0.419,46.817,958.06,0.274,1.891,14.096,540544.6071,62
2072,114,static,2,3,3,5,5518,466,0,766,3629,845,211394,6358,arbiter,2000,512,288,512x288,8000,7.811,0.303,47.593,1336.637,0.373,2.047,11.486,483824.2826,74
2073,114,static,2,3,3,6,6551,316,0,766,5051,798,199533,7325,arbiter,2000,512,288,512x288,10000,18.082,0.339,48.052,2102.935,0.438,2.103,14.521,745711.5872,52
2074,114,static,2,3,3,7,7604,287,0,1077,6819,978,244633,8273,arbiter,2000,640,360,640x360,12000,9.126,0.336,48.703,2869.233,0.53,2.269,0.054,928596.3502,73
2075,114,static,2,3,3,8,8978,250,0,1077,6700,837,209399,8899,arbiter,2000,640,360,640x360,14000,0.292,0.379,49.183,3947.155,0.598,2.339,4.662,1049815.951,57
2076,114,static,2,3,3,9,10269,288,0,1077,6677,961,240377,9608,arbiter,2000,640,360,640x360,16000,12.989,0.431,49.556,5025.077,0.651,2.39,0.048,915824.8133,56
2077,114,static,2,3,3,10,11395,413,0,1077,4333,894,223707,10483,arbiter,2000,640,360,640x360,18000,14.616,0.482,49.855,6102.999,0.694,2.424,11.285,625761.488,66
2078,114,static,2,3,3,11,12786,583,0,1077,3180,927,231774,11092,arbiter,2000,640,360,640x360,20000,5.234,0.529,50.099,7180.921,0.729,2.468,11.931,413767.5809,82
2079,114,static,2,3,3,12,14311,495,0,1801,6016,1489,372270,11567,arbiter,2000,736,414,736x414,22000,17.703,0.497,50.802,8258.843,0.818,2.535,12.577,832146.7108,78
2080,114,static,2,3,3,13,15832,472,0,2422,7906,1865,466471,12047,arbiter,2000,1280,720,1280x720,24000,7.641,0.411,51.698,10060.177,0.942,2.685,6.063,1076890.062,121
2081,114,static,2,3,3,14,17647,1039,0,3091,3732,1938,484748,12232,arbiter,2000,1280,720,1280x720,26000,23.804,0.299,52.8,12482.544,1.095,2.822,22.914,506268.1837,169
2082,114,static,2,3,3,15,19851,1398,0,3918,3623,2532,633200,12029,arbiter,2000,1920,1080,1920x1080,28000,7.588,0.16,54.153,15574.45,1.284,3.068,11.887,479270.8145,224
2083,114,static,2,3,3,16,23365,2269,0,4375,3358,3810,952635,10515,arbiter,2000,1920,1080,1920x1080,30000,8.01,0.078,55.499,19492.871,1.477,3.139,8.766,425846.9047,330
2084,114,static,2,3,3,17,26365,2233,0,3918,3990,4455,1113972,9516,arbiter,2000,1920,1080,1920x1080,32000,0.184,0.126,56.5,22954.694,1.62,3.197,0.135,503077.4308,383
2085,114,static,2,3,3,18,27937,809,0,3091,8960,3624,906118,9944,arbiter,2000,1280,720,1280x720,34000,0.248,0.229,57.094,25220.085,1.702,3.248,0.069,1155998.398,184
2086,114,static,2,3,3,19,30794,2100,0,3091,3702,3887,971847,9088,arbiter,2000,1280,720,1280x720,36000,0.254,0.327,57.606,28311.991,1.775,3.287,0.175,468005.7746,337
2087,114,static,2,3,3,20,31970,190,0,2422,30440,2891,722967,9912,arbiter,2000,1280,720,1280x720,38000,13.78,0.414,57.841,30064.819,1.808,3.326,5.412,4714560.449,134
2088,114,static,2,3,3,21,34207,1219,0,2422,4924,3001,750342,9676,arbiter,2000,1280,720,1280x720,40000,18.708,0.495,58.046,32487.186,1.837,3.362,19.593,651782.7602,179
2089,114,static,2,3,3,22,35991,385,0,3091,24261,4670,1167586,9892,arbiter,2000,1280,720,1280x720,42000,12.592,0.577,58.452,34909.553,1.894,3.424,11.072,3504211.439,130
2090,114,static,2,3,3,23,38963,1896,0,3091,4200,3982,995537,8921,arbiter,2000,1280,720,1280x720,44000,6.21,0.655,58.817,38001.459,1.946,3.475,5.137,534564.488,345
2091,114,static,2,3,3,24,40024,171,0,2422,39935,3414,853629,9860,arbiter,2000,1280,720,1280x720,46000,0.196,0.72,58.961,39754.287,1.966,3.523,0.066,5403989.772,90
2092,114,static,2,3,3,25,42718,1702,0,3091,4656,3963,990771,9167,arbiter,2000,1280,720,1280x720,48000,15.477,0.79,59.281,42176.654,2.011,3.565,18.341,605522.9404,237
2093,114,static,2,3,3,26,46848,2577,0,4375,4219,5437,1359256,7038,arbiter,2000,1920,1080,1920x1080,50000,20.15,0.822,59.951,45268.56,2.102,3.838,11.528,535799.5848,471
2094,114,static,2,3,3,27,48054,351,0,4375,29962,5258,1314597,7832,arbiter,2000,1920,1080,1920x1080,52000,13.614,0.863,60.54,49643.579,2.186,3.863,12.533,4495667.843,140
2095,114,static,2,3,3,28,51717,2337,0,4375,4307,5033,1258290,6169,arbiter,2000,1920,1080,1920x1080,54000,12.363,0.91,61.087,54018.598,2.264,3.653,13.659,549544.9548,430
2096,114,static,2,3,3,29,54690,2015,0,4375,4650,4685,1171307,5197,arbiter,2000,1920,1080,1920x1080,56000,17.075,0.962,61.597,58393.617,2.337,3.677,11.488,595099.3355,300
2097,114,static,2,3,3,30,56784,699,0,4375,12157,4249,1062270,5103,arbiter,2000,1920,1080,1920x1080,58000,6.356,1.015,62.072,62768.636,2.405,3.683,0.179,1576082.571,255
2098,114,static,2,3,3,31,59211,1188,0,4375,5636,3348,837012,4676,arbiter,2000,1920,1080,1920x1080,60000,9.642,1.071,62.517,67143.655,2.469,3.704,8.696,728312.8935,286
2099,114,static,2,3,3,32,60124,18,0,4375,431873,3886,971715,5764,arbiter,2000,1920,1080,1920x1080,62000,0.291,1.127,62.934,71518.674,2.528,3.726,0.112,610897548.7,51
2100,114,static,2,3,3,33,63100,1585,0,4375,5723,4536,1134060,4788,arbiter,2000,1920,1080,1920x1080,64000,10.089,1.183,63.326,75893.693,2.584,3.746,16.941,745784.1528,275
2101,114,static,2,3,3,34,64141,96,0,4375,59051,2834,708619,5747,arbiter,2000,1920,1080,1920x1080,66000,15.753,1.239,63.695,80268.712,2.637,3.765,18.085,20752466.55,82
2102,114,static,2,3,3,35,66299,1076,0,4375,6715,3612,903187,5590,arbiter,2000,1920,1080,1920x1080,68000,14.965,1.295,64.042,84643.731,2.686,3.995,11.82,896492.6626,269
2103,114,static,2,3,3,36,68150,522,0,4375,8432,2200,550206,5740,arbiter,2000,1920,1080,1920x1080,70000,0.283,1.35,64.371,89018.75,2.733,4.021,0.115,1135087.705,123
2104,114,static,2,3,3,37,70151,503,0,4375,10203,2566,641568,5739,arbiter,2000,1920,1080,1920x1080,72000,0.346,1.404,64.681,93393.769,2.778,4.038,0.108,1366088.267,105
2105,114,static,2,3,3,38,71445,345,0,4375,13338,2300,575203,6446,arbiter,2000,1920,1080,1920x1080,74000,0.153,1.456,64.976,97768.788,2.82,4.046,12.968,1758583.173,125
2106,114,static,2,3,3,39,73469,397,0,4375,11746,2331,582905,6422,arbiter,2000,1920,1080,1920x1080,76000,0.342,1.508,65.255,102143.807,2.86,4.063,0.166,1544616.522,81
2107,114,static,2,3,3,40,75426,534,0,4375,8928,2383,595956,6466,arbiter,2000,1920,1080,1920x1080,78000,0.192,1.559,65.52,106518.826,2.897,4.109,9.482,1167403.581,157
2108,114,static,2,3,3,41,76932,548,0,4375,9838,2695,673957,6960,arbiter,2000,1920,1080,1920x1080,80000,0.255,1.609,65.772,110893.845,2.934,4.128,9.662,1284641.768,176
2109,114,static,2,3,3,42,78944,419,0,4375,13762,2883,720811,6949,arbiter,2000,1920,1080,1920x1080,82000,0.348,1.658,66.013,115268.864,2.968,3.902,0.334,1899642.484,180
2110,114,static,2,3,3,43,82076,959,0,4375,6534,3133,783316,5817,arbiter,2000,1920,1080,1920x1080,84000,12.633,1.705,66.242,119643.883,3.001,3.916,10.981,850744.405,232
2111,114,static,2,3,3,44,83937,616,0,4375,9860,3036,759245,5957,arbiter,2000,1920,1080,1920x1080,86000,0.323,1.751,66.46,124018.902,3.032,3.928,0.112,1296170.887,152
2112,114,static,2,3,3,45,86004,431,0,4375,11967,2579,644772,5890,arbiter,2000,1920,1080,1920x1080,88000,0.313,1.797,66.669,128393.921,3.062,3.937,0.201,1620244.42,150
2113,114,static,2,3,3,46,88063,430,0,4375,11908,2560,640089,5831,arbiter,2000,1920,1080,1920x1080,90000,0.285,1.841,66.869,132768.94,3.09,3.947,0.108,1609030.303,146
2114,114,static,2,3,3,47,90273,471,0,4375,12102,2850,712539,5622,arbiter,2000,1920,1080,1920x1080,92000,0.26,1.884,67.06,137143.959,3.118,3.959,0.247,1598400.617,166
2115,114,static,2,3,3,48,91879,464,0,4375,12290,2851,712828,6016,arbiter,2000,1920,1080,1920x1080,94000,0.132,1.926,67.244,141518.978,3.144,3.97,7.76,1607451.459,158
2116,114,static,2,3,3,49,93944,431,0,4375,16138,3477,869463,5952,arbiter,2000,1920,1080,1920x1080,96000,0.267,1.967,67.42,145893.997,3.169,3.992,0.083,2172558.424,173
2117,114,static,2,3,3,50,96202,598,0,4375,12114,3622,905558,5694,arbiter,2000,1920,1080,1920x1080,98000,0.47,2.007,67.589,150269.016,3.193,4.003,0.119,1597074.848,203
2118,114,static,2,3,3,51,98096,634,0,4375,6659,2111,527767,5801,arbiter,2000,1920,1080,1920x1080,100000,10.445,2.046,67.751,154644.035,3.216,4.015,7.184,873025.3215,161
2119,114,static,2,3,3,52,100139,291,0,4375,7566,1100,275228,5759,arbiter,2000,1920,1080,1920x1080,102000,0.282,2.084,67.907,159019.054,3.238,4.038,10.902,1035467.791,59
2120,114,static,2,3,3,53,102980,1514,0,4375,6341,4800,1200140,4918,arbiter,2000,1920,1080,1920x1080,104000,0.171,2.121,68.057,163394.073,3.26,4.051,0.102,807040.3988,352
2121,114,static,2,3,3,54,104714,253,0,4375,49680,6284,1571135,5184,arbiter,2000,1920,1080,1920x1080,106000,7.123,2.157,68.201,167769.092,3.281,4.055,0.102,6952823.635,119
2122,114,static,2,3,3,55,107422,1015,0,4375,14974,7599,1899904,4477,arbiter,2000,1920,1080,1920x1080,108000,7.66,2.193,68.341,172144.111,3.3,4.067,7.01,1932508.174,178
2123,114,static,2,3,3,56,108510,149,0,4375,128225,9552,2388192,5389,arbiter,2000,1920,1080,1920x1080,110000,12.342,2.227,68.475,176519.13,3.32,4.097,11.068,25511006.91,166
2124,114,static,2,3,3,57,112345,2405,0,4375,7167,8619,2154759,3554,arbiter,2000,1920,1080,1920x1080,112000,6.657,2.261,68.605,180894.149,3.338,4.105,5.394,911254.5637,555
2125,114,static,2,3,3,58,115148,1701,0,4375,8543,7266,1816520,2752,arbiter,2000,1920,1080,1920x1080,114000,8.577,2.294,68.73,185269.168,3.356,4.114,5.836,1130688.466,451
2126,114,static,2,3,3,59,117628,711,0,4375,14949,5314,1328639,2273,arbiter,2000,1920,1080,1920x1080,116000,9.49,2.326,68.851,189644.187,3.373,4.325,6.317,2009100.09,132
2127,114,static,2,3,3,60,119344,508,0,4375,9612,2441,610383,2558,arbiter,2000,1920,1080,1920x1080,118000,7.956,2.358,68.968,194019.206,3.39,4.134,3.813,1330505.003,122
2128,115,static,1,3,1,1,346,346,0,4375,117,20,5065,2000,exponential,2000,1920,1080,1920x1080,0,63.181,0,80.025,-1624.981,4.375,3.936,142.015,27759.10246,3
2129,115,static,1,3,1,2,3429,2392,0,239,275,329,82445,4000,exponential,2000,320,180,320x180,2000,19.64,0,63.846,-11520.97,2.307,2.411,124.327,37736.46058,36
2130,115,static,1,3,1,3,7465,3302,36,239,283,468,117046,2000,exponential,2000,320,180,320x180,4000,298.813,0,59.529,826.545,-22.382,2.085,478.906,45298.10491,51
2131,115,static,1,3,1,4,11500,3370,2034,239,256,432,108123,2000,exponential,2000,320,180,320x180,6000,461.419,0,76.101,7168.06,-18.804,1.754,506.092,43268.28807,50
2132,115,static,1,3,1,5,15514,3353,2013,239,161,270,67720,2000,exponential,2000,320,180,320x180,8000,266.576,0,83.743,13338.575,-18.983,1.631,401.932,25413.06232,27
2133,115,static,1,3,1,6,19550,3359,2036,239,148,249,62348,2000,exponential,2000,320,180,320x180,10000,483.531,0,77.073,13584.09,-19.131,1.56,474.81,25324.52999,25
2134,115,static,1,3,1,7,23592,3364,2041,239,126,212,53248,2000,exponential,2000,320,180,320x180,12000,19.78,0,72.703,13907.605,-19.239,1.504,209.041,16623.76779,22
2135,115,static,1,3,1,8,27630,3404,2038,239,108,184,46171,2000,exponential,2000,320,180,320x180,14000,1542.193,0,69.452,14153.12,-19.322,1.469,263.344,191935.3557,25
2136,115,static,1,3,1,9,31652,3417,2022,239,131,225,56343,2000,exponential,2000,320,180,320x180,16000,929.67,0,66.925,14335.635,-19.39,1.421,1341.829,37689.19556,24
2137,115,static,1,3,1,10,35671,3328,2018,239,111,185,46325,2000,exponential,2000,320,180,320x180,18000,33.23,0,64.947,14515.15,-19.446,1.386,362.528,14760.96441,18
2138,115,static,1,3,1,11,39688,3381,2017,239,130,220,55018,2000,exponential,2000,320,180,320x180,20000,31.677,0,63.402,14739.665,-19.494,1.353,313.033,17635.29357,21
2139,115,static,1,3,1,12,43496,3112,1808,239,133,208,52119,2000,exponential,2000,320,180,320x180,22000,267.859,0,61.607,14349.18,-19.542,1.339,293.106,20578.35312,19
2140,115,static,1,3,1,13,46538,2344,1042,239,154,181,45321,2000,exponential,2000,320,180,320x180,24000,276.378,0,58.308,11663.695,-19.627,1.329,242.585,24410.66432,17
2141,115,static,1,3,1,14,47820,509,0,239,496,126,31597,2719,exponential,2000,320,180,320x180,26000,170.918,0,53.768,6479.21,-20.017,1.337,132.771,218585.767,20
2142,115,static,1,3,1,15,50014,1535,0,239,177,136,34006,2526,exponential,2000,320,180,320x180,28000,259.367,0,51.301,3592.725,0.515,1.343,182.815,32309.28254,13
2143,115,static,1,3,1,16,51845,814,0,239,543,221,55270,2695,exponential,2000,320,180,320x180,30000,216.714,0,51.181,3832.24,0.498,1.348,192.878,129303.4549,30
2144,115,static,1,3,1,17,56498,3902,1958,378,213,416,104011,2000,exponential,2000,384,216,384x216,32000,187.32,0,53.19,9945.755,-19.862,1.333,128.377,29372.60351,39
2145,115,static,1,3,1,18,59588,2439,1090,239,226,276,69071,2000,exponential,2000,320,180,320x180,34000,189.377,0,54.234,13316.208,-19.762,1.311,128.459,33516.52391,25
2146,115,static,1,3,1,19,62821,2427,1233,239,243,295,73833,2000,exponential,2000,320,180,320x180,36000,13.342,0,52.727,11380.723,-19.868,1.301,54.318,32220.00185,27
2147,115,static,1,3,1,20,63942,456,0,239,1211,276,69054,2880,exponential,2000,320,180,320x180,38000,77.808,0,50.879,8350.238,-20.217,1.304,38.047,230459.0818,33
2148,115,static,1,3,1,21,67808,3202,986,378,291,466,116719,2000,exponential,2000,384,216,384x216,40000,324.626,0,50.137,7848.753,-20.44,1.295,154.099,44092.80067,42
2149,115,static,1,3,1,22,72000,3475,2192,572,598,1039,259767,2000,exponential,2000,512,288,512x288,42000,165.945,0,52.927,14803.33,-19.826,1.294,150.223,82475.26678,100
2150,115,static,1,3,1,23,76051,3365,2051,572,525,884,221199,2000,exponential,2000,512,288,512x288,44000,192.778,0,54.135,18570.819,-19.759,1.287,163.135,73549.90865,82
2151,115,static,1,3,1,24,79459,2721,1407,378,410,558,139502,2000,exponential,2000,384,216,384x216,46000,172.96,0,52.822,16400.484,-19.825,1.276,129.742,58600.06551,50
2152,115,static,1,3,1,25,82528,2427,1069,378,398,483,120866,2000,exponential,2000,384,216,384x216,48000,171.114,0,51.468,13833.061,-19.958,1.269,84.397,55971.33416,43
